# Creation date: Tue Apr 22 11:17:26 2025
####################################### 
# PHOTOMETRIC REDSHIFT with OPTIONS   # 
# Config file            : /home/hallouin/Documents/thall_2025/lephare/docs/zphota_training/config_file.para
# CAT_IN                 : /home/hallouin/Documents/thall_2025/lephare/simulation_catalogs/buzzard_base/Shuffle_Buzzard_training_file.dat
# CAT_OUT                : /home/hallouin/Documents/thall_2025/lephare/docs/zphota_training/TRAINING_CAT_5000.out
# CAT_LINES              : 1 5000
# PARA_OUT               : /home/hallouin/Documents/thall_2025/lephare/docs/zphota_training/output.para
# INP_TYPE               : M
# CAT_FMT[0:MEME 1:MMEE] : 1
# CAT_MAG                : AB
# ZPHOTLIB               : buzzard_mags 
# FIR_LIB                : 
# FIR_LMIN               : 7.000000
# FIR_CONT               : -1.000000
# FIR_SCALE              : -1.000000
# FIR_FREESCALE          : YES
# FIR_SUBSTELLAR         : NO
# ERR_SCALE              : 0.000000 
# ERR_FACTOR             : 1.500000 
# GLB_CONTEXT            : 0
# FORB_CONTEXT           : -1
# DZ_WIN                 : 1.000000
# MIN_THRES              : 0.020000
# MAG_ABS                : -24.000000 -5.000000
# MAG_ABS_AGN            : -30.000000 -10.000000
# MAG_REF                : 2
# NZ_PRIOR               : -2 -2
# Z_INTERP               : YES
# Z_METHOD               : BEST
# PROB_INTZ              : 0.000000 
# MABS_METHOD            : 1
# MABS_CONTEXT           : 33556478 
# MABS_REF               : 10 
# AUTO_ADAPT             : YES
# ADAPT_BAND             : 4
# ADAPT_LIM              : 1.500000 23.000000
# ADAPT_ZBIN             : 0.010000 6.000000
# ZFIX                   : NO
# SPEC_OUT               : save_spec
# CHI_OUT                : NO
# PDZ_OUT                : test
####################################### 
# Offsets from auto-adapt: 0.042989585745065284,-0.0006165267043378719,-0.0021406715295242407,0.0035866669364388315,0.006062724835594224,-0.026013763042950444
# Offsets from auto-adapt: 0.042990,-0.000617,-0.002141,0.003587,0.006063,-0.026014,
# Format: 
# IDENT 1 Z_BEST 2 Z_BEST68_LOW 3 Z_BEST68_HIGH 4 Z_BEST99_LOW 5 Z_BEST99_HIGH 6 Z_MED 7 Z_MODE 8 CHI_BEST 9 MOD_BEST 10 EXTLAW_BEST 11 EBV_BEST 12 PDZ_BEST 13 SCALE_BEST 14 MAG_OBS()15-20 ERR_MAG_OBS()21-26 MAG_ABS()27-32 EMAG_ABS()33-38 ZSPEC 39
# Format topcat: 
# IDENT  Z_BEST  Z_BEST68_LOW  Z_BEST68_HIGH  Z_BEST99_LOW  Z_BEST99_HIGH  Z_MED  Z_MODE  CHI_BEST  MOD_BEST  EXTLAW_BEST  EBV_BEST  PDZ_BEST  SCALE_BEST  MAG_OBS0  MAG_OBS1  MAG_OBS2  MAG_OBS3  MAG_OBS4  MAG_OBS5  ERR_MAG_OBS0  ERR_MAG_OBS1  ERR_MAG_OBS2  ERR_MAG_OBS3  ERR_MAG_OBS4  ERR_MAG_OBS5  MAG_ABS0  MAG_ABS1  MAG_ABS2  MAG_ABS3  MAG_ABS4  MAG_ABS5  EMAG_ABS0  EMAG_ABS1  EMAG_ABS2  EMAG_ABS3  EMAG_ABS4  EMAG_ABS5  ZSPEC 
         247962           0.5729       0.0100       2.0000       0.0100       2.0000       0.6952       0.1777    6.00378e-01     84      0        0.000    9.90000e+01    3.08900e-03     26.952     27.837     27.219     26.877     26.656     26.635      0.941      0.298      0.209      0.326      0.473      1.021    -14.72816    -15.25373    -15.55424    -15.59442    -15.70159    -15.83941       0.39766      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000        1.85620 
         162408            1.495       1.2353       1.7397       0.0100       2.0000       1.2981       1.4389    5.35299e-01     46      0        0.000    9.90000e+01    1.54260e-01     28.441     27.529     27.261     26.578     26.286     25.156      2.216      0.445      0.236      0.243      0.298      0.517    -18.46036    -19.31831    -19.73479    -19.82668    -19.95073    -20.08714      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000        1.68509 
          15251           0.4355       0.4198       0.4493       0.3910       0.4699       0.4318       0.4300    9.71980e+00     75      0        0.000    9.90000e+01    4.91297e-02     24.859     24.266     23.413     23.182     23.104     23.002      0.099      0.021      0.011      0.014      0.022      0.057    -17.58645    -18.23046    -18.44890    -18.56064    -18.58767    -18.64255       0.59167       0.35892       0.11329       0.57998       0.88063       1.10468        0.44215 
         146628            1.141       1.0152       1.3155       0.8066       2.0000       1.4391       1.1952    6.92528e-02     91      0        0.000    9.90000e+01    5.79810e-02     25.944     25.878     25.753     25.562     25.181     25.085      0.280      0.083      0.065      0.093      0.120      0.302    -18.22407    -18.60464    -18.79792    -18.80361    -18.85866    -18.93911       0.31163      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000        1.10499 
             27          0.06454       0.0587       0.0715       0.0515       0.1084       0.0655       0.0613    4.16041e+00     66      0        0.000    9.90000e+01    1.61078e-03     23.779     22.896     22.580     22.351     22.316     22.230      0.042      0.010      0.008      0.009      0.013      0.029    -13.76962    -14.45274    -14.76483    -14.87635    -14.97165    -15.05900       1.12441       0.32538       0.11404       0.21966       0.08615       0.18771        0.06155 
           5100           0.2744       0.2694       0.2795       0.2660       0.2870       0.2738       0.2721    5.99917e+00     73      0        0.000    9.90000e+01    2.06198e-01     21.888     21.278     20.664     20.494     20.276     20.309      0.011      0.008      0.008      0.008      0.008      0.009    -19.15162    -19.77152    -20.07552    -20.14623    -20.23897    -20.34069       0.13390       0.08222       0.08885       0.03660       0.32112       0.57575        0.29515 
         272956           0.5867       0.1616       0.6677       0.0100       1.0181       0.4683       0.5612    2.25225e-01     60      0        0.000    9.90000e+01    9.56668e-03     98.957     27.226     26.280     25.729     25.709     25.382      1.407      0.270      0.097      0.116      0.194      0.440    -15.67550    -16.42169    -16.75715    -16.81833    -16.92580    -17.04899       0.35890       0.02670      -1.00000      -1.00000      -1.00000      -1.00000        0.54168 
         149643            1.435       0.0100       2.0000       0.0100       2.0000       1.2000       0.0668    4.17557e-01     78      0        0.000    9.90000e+01    4.48540e-02     27.005     27.440     27.314     26.973     26.835     25.848      0.991      0.323      0.250      0.378      0.486      1.006    -17.54033    -18.13076    -18.44100    -18.49973    -18.60197    -18.72380      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000        1.20885 
         128654           0.5935       0.1540       0.7213       0.0100       1.0554       0.5144       0.5576    1.93183e+00     28      0        0.000    9.90000e+01    7.10370e-03     30.498     28.137     27.412     26.425     26.434     25.476      1.840      0.537      0.250      0.213      0.317      0.727    -14.50104    -15.75809    -16.21116    -16.45035    -16.62914    -16.81165       0.32122       0.04472      -1.00000      -1.00000      -1.00000      -1.00000        0.77768 
         333180           0.1477       0.0814       0.1530       0.0562       0.2158       0.1501       0.1488    1.75922e+00     49      0        0.000    9.90000e+01    2.70947e-03     25.796     24.578     24.026     23.694     23.655     23.511      0.264      0.026      0.015      0.020      0.036      0.096    -14.04073    -14.86533    -15.30777    -15.41542    -15.59311    -15.73962       0.76822       0.49511       0.10483       0.01703       0.04154       0.29616        0.13340 
         388633           0.8772       0.6530       1.0047       0.0100       2.0000       0.9914       0.8212    6.04755e-01     56      0        0.000    9.90000e+01    2.92477e-02     28.189     27.218     26.783     25.900     25.552     25.278      1.411      0.325      0.149      0.157      0.207      0.486    -16.80238    -17.51691    -17.92635    -18.02499    -18.14126    -18.26789       0.48422       0.04973      -1.00000      -1.00000      -1.00000      -1.00000        0.92206 
         334704           0.1602       0.1540       0.1665       0.0100       0.2559       0.1270       0.1602    8.48720e-01     93      0        0.000    9.90000e+01    9.47975e-04     25.582     25.263     24.988     24.882     24.949     24.939      0.198      0.046      0.033      0.054      0.115      0.332    -13.81004    -14.22254    -14.38460    -14.31405    -14.40059    -14.50480       0.67036       0.43450       0.07396       0.03728      -1.00000      -1.00000        0.20705 
         197046           0.6465       0.5769       0.7139       0.0100       1.0766       0.6719       0.6396    6.44024e-01     82      0        0.000    9.90000e+01    1.68300e-02     26.248     26.362     25.794     25.332     25.171     24.965      0.440      0.112      0.062      0.081      0.149      0.387    -16.55230    -17.07841    -17.42104    -17.44026    -17.53779    -17.66432       0.13172       0.13990      -1.00000      -1.00000      -1.00000      -1.00000        0.62633 
          38637           0.6646       0.6393       0.6773       0.5935       0.7044       0.6630       0.6638    2.19940e-01      3      0        0.000    9.90000e+01    3.18222e-01     27.707     25.884     24.287     23.108     22.669     22.357      0.784      0.080      0.018      0.013      0.016      0.033    -18.10030    -19.49651    -20.21410    -20.56342    -20.78272    -20.99878       0.05462       0.18031       0.09949       0.67538       1.03179       1.28642        0.69730 
         265407           0.4829       0.4411       0.5088       0.1866       0.5523       0.4496       0.4833    1.61395e+00     65      0        0.000    9.90000e+01    3.00255e-02     25.648     25.317     24.415     24.094     23.892     23.755      0.272      0.049      0.020      0.027      0.045      0.119    -16.88265    -17.55958    -17.90791    -18.05453    -18.15397    -18.25023       0.78286       0.23793       0.07773       0.63678       0.92929       1.16502        0.44052 
         260375           0.3394       0.3110       0.3964       0.2375       0.4994       0.3546       0.3521    2.25245e+00     58      0        0.000    9.90000e+01    9.31621e-03     26.361     25.548     24.645     24.438     24.220     24.391      0.326      0.058      0.024      0.037      0.061      0.172    -15.54906    -16.32506    -16.64223    -16.58726    -16.68667    -16.78774       0.15631       0.12657       0.06725       0.10484       0.46119       0.71581        0.40227 
         372664           0.7608       0.7228       0.7843       0.5774       0.8995       0.7364       0.7398    1.73491e+00     28      0        0.000    9.90000e+01    1.17837e-01     27.864     26.613     25.501     24.351     23.931     23.807      1.098      0.190      0.048      0.033      0.046      0.101    -17.55946    -18.70135    -19.18685    -19.42604    -19.60482    -19.78734       0.29371       0.10426       0.25277       0.86910       1.22276       1.47738        0.70976 
         168491           0.1957       0.1758       0.2027       0.1568       0.2615       0.1868       0.1820    1.08513e+00     10      0        0.000    9.90000e+01    1.37559e-02     25.954     24.421     23.327     22.864     22.626     22.462      0.241      0.023      0.010      0.012      0.016      0.036    -14.76389    -16.10752    -16.80878    -17.14458    -17.33537    -17.54879       0.54193       0.34371       0.02101       0.11646       0.14316       0.39778        0.23894 
         212463           0.6216       0.4529       0.7317       0.0100       2.0000       0.5812       0.5758    3.71307e+00     21      0        0.000    9.90000e+01    1.27231e-02     30.023     27.380     27.077     26.103     25.777     25.548      1.309      0.356      0.186      0.178      0.260      0.613    -15.02993    -16.22989    -16.82050    -17.07949    -17.26311    -17.44909       0.20850       0.10430      -1.00000      -1.00000      -1.00000      -1.00000        0.81620 
         111554           0.1786       0.0796       0.2330       0.0100       0.7390       0.1708       0.1799    3.63527e+00     60      0        0.000    9.90000e+01    8.07983e-04     26.832     26.166     25.705     25.287     25.350     25.744      0.452      0.106      0.058      0.082      0.154      0.405    -13.01332    -13.67955    -14.16665    -14.16940    -14.24240    -14.36560       0.64604       0.40472       0.04976       0.06126      -1.00000      -1.00000        0.58155 
         344122           0.4172       0.2443       0.4327       0.1945       0.5513       0.3324       0.2573    7.37526e-01     28      0        0.000    9.90000e+01    2.72963e-02     26.905     25.911     24.546     24.054     23.787     23.642      0.786      0.085      0.022      0.026      0.039      0.100    -16.00884    -17.09703    -17.66381    -17.83898    -18.01776    -18.20028       0.51649       0.36506       0.10454       0.52732       0.81983       1.05319        0.40051 
         349018           0.5388       0.2027       0.6196       0.0578       0.9688       0.4906       0.5631    6.01577e-01     35      0        0.000    9.90000e+01    2.00079e-02     27.451     26.864     25.775     25.148     24.885     24.450      1.725      0.234      0.059      0.064      0.097      0.235    -15.79822    -16.75500    -17.50035    -17.75630    -17.95804    -18.16361       0.56515       0.12274       0.05395       0.59711       0.91681       1.17143        0.45128 
         263342           0.3985       0.3840       0.4431       0.3216       0.5019       0.4217       0.4008    1.99672e+00     51      0        0.000    9.90000e+01    3.54654e-02     25.378     24.782     23.782     23.473     23.266     23.188      0.197      0.031      0.013      0.017      0.026      0.070    -16.84503    -17.64144    -18.04340    -18.15535    -18.28574    -18.41944       0.44384       0.29065       0.04100       0.44538       0.73942       0.98531        0.41565 
         168899           0.2564       0.2517       0.2614       0.2406       0.2693       0.2580       0.2593    7.46749e+00      3      0        0.000    9.90000e+01    9.74480e-01     22.373     20.783     19.478     18.961     18.707     18.499      0.015      0.008      0.007      0.007      0.008      0.007    -19.29937    -20.69587    -21.42334    -21.75667    -21.97597    -22.19204       0.23268       0.15343       0.06983       0.08360       0.27301       0.52763        0.24717 
          92859           0.3688       0.3468       0.3976       0.2343       0.4486       0.3664       0.3744    2.03550e+00     18      0        0.000    9.90000e+01    1.52385e-02     27.908     26.298     24.834     24.415     24.019     23.916      1.156      0.115      0.029      0.035      0.051      0.134    -15.16712    -16.41817    -17.05586    -17.30029    -17.48615    -17.67469       0.30980       0.21161       0.04100       0.22637       0.56578       0.82040        0.38090 
          34622           0.5226       0.3791       1.0221       0.0565       2.0000       0.7823       0.8397    3.44345e-01     12      0        0.000    9.90000e+01    1.21803e-02     28.991     28.071     26.809     26.011     25.477     25.258      2.929      0.654      0.178      0.137      0.202      0.441    -14.52188    -15.76519    -16.57161    -16.98509    -17.27493    -17.55398       0.60896       0.15112      -1.00000      -1.00000      -1.00000      -1.00000        0.65727 
         345243           0.3776       0.3607       0.3934       0.2769       0.4556       0.3716       0.3761    2.02324e+00     76      0        0.000    9.90000e+01    9.94118e-03     25.907     25.527     24.667     24.546     24.287     24.421      0.260      0.056      0.025      0.039      0.063      0.193    -15.88691    -16.56221    -16.84779    -16.74097    -16.84001    -16.96727       0.35859       0.23570       0.02652       0.29687       0.61914       0.87377        0.39422 
          51880           0.8737       0.7333       0.9639       0.6054       2.0000       0.9466       0.8345    7.86333e-01     89      0        0.000    9.90000e+01    3.10346e-02     26.330     26.032     25.874     25.396     25.199     25.235      0.286      0.088      0.070      0.087      0.143      0.391    -17.44265    -17.86541    -18.08708    -18.11720    -18.18536    -18.27616       0.48422       0.04973      -1.00000      -1.00000      -1.00000      -1.00000        0.91906 
         126523           0.7539       0.7487       0.7601       0.7416       0.7672       0.7538       0.7523    1.78259e+02      1      0        0.000    9.90000e+01    2.82820e+00     28.133     24.660     22.819     21.509     20.876     20.531      0.413      0.028      0.009      0.008      0.008      0.010    -20.22039    -21.68642    -22.49689    -22.91711    -23.19103    -23.45500       0.27070       0.11555       0.23126       0.84704       1.20124       1.45587        0.77201 
         214508           0.8494       0.5584       1.0856       0.0100       2.0000       0.9450       0.7802    2.23206e+00     60      0        0.000    9.90000e+01    6.51512e-03     28.763     27.839     28.391     26.889     26.863     27.361      2.057      0.669      0.396      0.406      0.632      1.407    -15.26017    -15.98231    -16.34005    -16.40123    -16.50870    -16.63190      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000        0.83570 
         334467           0.2202       0.2190       0.2211       0.2133       0.2271       0.2200       0.2200    3.88524e+01     54      0        0.000    9.90000e+01    1.18132e-01     22.284     21.542     20.916     20.583     20.486     20.370      0.014      0.008      0.008      0.008      0.008      0.009    -18.21778    -18.95285    -19.38650    -19.54799    -19.66398    -19.77884       0.38375       0.25120       0.02040       0.15103       0.20539       0.46001        0.20943 
          60511           0.8341       0.4004       0.9923       0.0100       2.0000       0.7578       0.8164    1.56808e+00     41      0        0.000    9.90000e+01    1.51007e-02     98.957     28.716     27.447     26.586     25.881     26.301      2.395      0.718      0.273      0.249      0.237      0.458    -16.02456    -17.02813    -17.22390    -17.30642    -17.42335    -17.55195       0.46475       0.02944      -1.00000      -1.00000      -1.00000      -1.00000        1.05917 
         355249           0.4274       0.1292       0.5565       0.0100       0.8048       0.3463       0.4192    3.02877e-01     60      0        0.000    9.90000e+01    3.01887e-03     28.363     27.438     26.439     26.199     26.182     25.704      1.341      0.328      0.126      0.181      0.322      0.644    -14.42497    -15.14676    -15.50485    -15.56604    -15.67351    -15.79670      -1.00000       0.38401      -1.00000      -1.00000      -1.00000      -1.00000        0.48270 
         232654            1.278       1.2330       1.3070       1.1764       1.3640       1.2740       1.2735    1.13847e+00      4      0        0.000    9.90000e+01    1.91850e+00     27.692     27.573     25.976     24.500     23.722     22.847      1.944      0.415      0.073      0.041      0.038      0.051    -20.02179    -21.45136    -22.17467    -22.53110    -22.76008    -22.98531       0.09561       0.50300       1.38065       2.00760       2.34016       2.57189        1.20239 
         249050          0.03052       0.0100       0.1289       0.0100       0.4351       0.0895       0.0318    6.84212e+00     60      0        0.000    9.90000e+01    7.82786e-06     28.336     26.489     26.580     26.588     26.329     26.928      0.683      0.196      0.130      0.213      0.314      0.673     -8.43331     -9.15545     -9.05686     -9.00569     -9.20800     -9.33120       1.20892       0.18959       0.07640       0.19352      -1.00000      -1.00000        1.99219 
         354014            0.511       0.4482       0.5336       0.1546       0.6173       0.3828       0.2620    1.30431e+00     32      0        0.000    9.90000e+01    2.50494e-02     27.365     26.474     25.139     24.573     24.381     23.960      0.855      0.129      0.036      0.041      0.064      0.145    -16.19000    -17.18394    -17.83510    -18.00109    -18.14854    -18.30319       0.65257       0.19786       0.05539       0.61770       0.91586       1.16923        0.47797 
          99287           0.3617       0.2145       0.4363       0.0514       0.5821       0.3213       0.3481    5.87073e-01     18      0        0.000    9.90000e+01    6.17453e-03     29.110     27.107     25.761     25.333     24.941     24.784      1.486      0.227      0.063      0.075      0.116      0.284    -14.28134    -15.43163    -16.07874    -16.38520    -16.57106    -16.75960       0.30980       0.21161       0.04100       0.22637       0.56578       0.82040        0.44266 
         290675           0.7389       0.6310       0.8143       0.5475       0.9259       0.7612       0.7487    9.92475e-01     63      0        0.000    9.90000e+01    4.63353e-02     26.207     26.177     25.541     24.770     24.604     24.344      0.432      0.104      0.052      0.051      0.082      0.214    -17.32388    -17.99847    -18.51795    -18.63507    -18.74822    -18.87014       0.21441       0.14956       0.18940       0.80412       1.15939       1.41402        0.74116 
         236548            1.283       1.2354       1.3369       0.9572       1.6984       1.2837       1.2782    4.61640e-01     21      0        0.000    9.90000e+01    6.53178e-01     27.270     27.032     26.100     25.114     24.425     23.701      1.072      0.170      0.083      0.068      0.072      0.107    -19.34669    -20.50146    -21.09369    -21.35268    -21.53631    -21.72229       0.06843       0.53199       1.40964       2.03659       2.36915       2.60088        1.32032 
         129028           0.6106       0.0892       0.6986       0.0100       1.0381       0.5345       0.5620    4.65619e+00     33      0        0.000    9.90000e+01    1.68620e-02     29.123     26.967     26.413     25.661     25.314     24.915      1.054      0.246      0.113      0.099      0.151      0.373    -15.65812    -16.61294    -17.15954    -17.39581    -17.55947    -17.72486       0.24556       0.08616      -1.00000      -1.00000      -1.00000      -1.00000        0.78732 
         132504           0.5702       0.4211       0.9668       0.0291       2.0000       0.7240       0.6537    4.08706e-01     14      0        0.000    9.90000e+01    1.30568e-02     29.611     28.039     27.045     26.151     25.694     25.442      2.078      0.561      0.210      0.164      0.202      0.462    -14.67431    -15.90905    -16.67872    -17.06831    -17.34031    -17.60441       0.39766       0.02807      -1.00000      -1.00000      -1.00000      -1.00000        0.85432 
         369658           0.6548       0.6116       0.6921       0.1184       0.7559       0.6345       0.6329    5.68341e+00     80      0        0.000    9.90000e+01    2.82429e-02     26.715     25.951     25.371     24.780     24.867     24.380      0.416      0.084      0.043      0.052      0.093      0.243    -17.02126    -17.67227    -18.10504    -18.22161    -18.28670    -18.34171       0.09273       0.15773       0.08886       0.66312       1.01945       1.27407        0.65033 
          33340            0.602       0.0100       0.9343       0.0100       2.0000       0.5254       0.3480    8.51808e-01     60      0        0.000    9.90000e+01    4.15359e-03     28.726     28.280     27.252     26.645     26.478     27.097      2.215      0.560      0.254      0.286      0.480      1.062    -14.79916    -15.57489    -15.85130    -15.91249    -16.01995    -16.14315       0.28304       0.06646      -1.00000      -1.00000      -1.00000      -1.00000        0.63217 
          33801           0.6089       0.5942       0.6237       0.5420       0.7496       0.6776       0.6909    4.14817e+00     26      0        0.000    9.90000e+01    1.29345e-01     26.517     25.668     24.558     23.659     23.352     23.151      0.457      0.065      0.022      0.019      0.028      0.065    -17.47340    -18.61340    -19.16390    -19.48852    -19.72089    -19.95190       0.28304       0.06646       0.07340       0.60824       0.95867       1.21329        0.66602 
         409548            1.488       1.3152       1.6161       0.7984       2.0000       1.5154       1.5004    7.03034e-01     55      0        0.000    9.90000e+01    3.09331e-01     27.248     26.468     26.064     25.542     25.234     24.474      0.602      0.135      0.083      0.096      0.145      0.225    -19.44778    -20.20414    -20.58115    -20.68887    -20.80244    -20.92366       0.27488       1.17491       2.05257       2.67952       3.01207       3.24380        1.42090 
         190096           0.1799       0.0100       0.3291       0.0100       0.9960       0.3366       0.2103    9.27616e-01     28      0        0.000    9.90000e+01    5.95582e-04     28.377     27.156     26.350     25.891     25.903     25.216      1.185      0.247      0.105      0.131      0.220      0.521    -11.87386    -12.93394    -13.57297    -13.64657    -13.93778    -14.12029       0.64604       0.40472       0.04976       0.06126      -1.00000      -1.00000        0.55795 
           2099           0.1849       0.1776       0.1916       0.1496       0.2007       0.1830       0.1822    2.91719e+00     64      0        0.000    9.90000e+01    1.84239e-02     23.684     22.897     22.390     22.131     22.070     22.035      0.039      0.010      0.008      0.009      0.011      0.025    -16.39168    -17.07520    -17.41536    -17.53033    -17.58289    -17.67125       0.59429       0.37461       0.03275       0.08689       0.12312       0.37774        0.18894 
         291192           0.3143       0.1973       0.3818       0.0255       0.5727       0.3212       0.3221    1.08650e+01      3      0        0.000    9.90000e+01    2.74256e-03     30.530     26.981     26.456     25.792     25.712     25.953      1.205      0.251      0.120      0.118      0.201      0.494    -13.84221    -14.33239    -14.93880    -15.39307    -15.61237    -15.82844       0.08266       0.06135       0.08788      -1.00000      -1.00000      -1.00000        0.74059 
         218856            0.339       0.1742       0.3710       0.0100       0.8175       0.2428       0.2183    2.14574e+01     93      0        0.000    9.90000e+01    1.11842e-03     26.877     27.198     26.544     25.976     25.664     27.459      0.670      0.192      0.125      0.149      0.232      0.596    -13.83418    -14.39063    -15.16701    -14.52197    -14.58011    -14.68432       0.15631       0.12657       0.06725      -1.00000      -1.00000      -1.00000        0.91059 
         382548           0.8574       0.7930       0.8851       0.7336       0.9250       0.8428       0.8467    4.40074e-01     55      0        0.000    9.90000e+01    1.63001e-01     26.065     25.509     24.814     23.964     23.595     23.501      0.285      0.061      0.028      0.024      0.034      0.085    -18.64851    -19.40496    -19.76628    -19.87400    -19.98757    -20.10879       0.52385       0.03254       0.54757       1.17358       1.51625       1.76519        0.83145 
          91880           0.3618       0.3506       0.3813       0.3074       0.4111       0.3699       0.3695    2.58350e+00     15      0        0.000    9.90000e+01    3.88846e-02     26.464     25.303     23.878     23.380     23.022     22.955      0.565      0.048      0.014      0.016      0.021      0.053    -16.08021    -17.32672    -17.99973    -18.22568    -18.43412    -18.64245       0.30980       0.21161       0.04100       0.22637       0.56578       0.82040        0.37014 
         154050             1.98       0.0100       2.0000       0.0100       2.0000       0.5183       0.0966    1.60364e+00     41      0        0.000    9.90000e+01    4.94433e-01     29.315     27.413     27.020     26.832     26.202     25.461      1.283      0.361      0.214      0.283      0.411      0.748    -19.70816    -20.59336    -21.01168    -21.09420    -21.21113    -21.33973      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000      -1.00000        1.31988 
         363564           0.6431       0.5966       0.6550       0.5683       0.6821       0.6338       0.6419    1.35732e+00     24      0        0.000    9.90000e+01    2.00506e-01     26.584     25.580     24.166     23.214     22.894     22.678      0.627      0.066      0.017      0.014      0.019      0.042    -18.09377    -19.23252    -19.79778    -20.05333    -20.23706    -20.42340       0.13172       0.13990       0.08023       0.65117       1.00729       1.26191        0.61345 
         106083           0.4211       0.0188       0.5762       0.0100       2.0000       0.4114       0.4088    4.29804e-01     60      0        0.000    9.90000e+01    1.72890e-03     28.079     28.062     26.936     26.819     26.746     26.256      1.855      0.476      0.197      0.250      0.408      0.834    -13.81979    -14.48969    -14.89967    -14.96086    -15.06832    -15.19152      -1.00000       0.38401      -1.00000      -1.00000      -1.00000      -1.00000        0.52136 
          90262           0.3796       0.2889       0.4870       0.1515       0.5668       0.3698       0.3733    2.40058e+00     70      0        0.000    9.90000e+01    6.99294e-03     26.061     26.057     25.220     25.002     24.797     25.022      0.403      0.082      0.039      0.064      0.104      0.306    -15.36275    -16.03893    -16.36902    -16.47712    -16.57750    -16.68294       0.35859       0.23570       0.02652      -1.00000      -1.00000      -1.00000        0.35538 
         175709           0.3057       0.2647       0.4008       0.1587       0.5335       0.3323       0.3257    5.43777e-01     68      0        0.000    9.90000e+01    6.09648e-03     26.107     25.613     24.892     24.706     24.425     24.361      0.284      0.062      0.030      0.046      0.074      0.214    -15.13468    -15.80951    -16.16490    -16.36134    -16.49533    -16.64261       0.04694       0.02758       0.09841       0.03409       0.39050       0.64513        0.36668 
         385266           0.6354       0.5318       0.9666       0.2722       1.8151       0.8298       0.8640    7.38270e-01     29      0        0.000    9.90000e+01    3.40895e-02     26.930     27.203     26.346     25.496     25.102     24.673      1.029      0.271      0.119      0.096      0.126      0.306    -15.88320    -16.93192    -17.69894    -18.10368    -18.39418    -18.67521       0.17032       0.12376      -1.00000      -1.00000      -1.00000      -1.00000        0.86353 
         323157            1.359       1.3179       1.4020       1.2514       1.4753       1.3598       1.3587    8.67075e+00      1      0        0.000    9.90000e+01    1.67382e+00     98.957     29.156     27.300     25.217     24.528     23.412      2.963      0.867      0.226      0.069      0.071      0.087    -19.58029    -21.29753    -22.10429    -22.52451    -22.79843    -23.06241       0.10933       0.76029       1.63795       2.26489       2.59745       2.82918        1.40259 
         209636           0.8735       0.5426       1.0043       0.0100       2.0000       0.8110       0.7961    2.10526e-01     64      0        0.000    9.90000e+01    2.31556e-02     28.141     27.579     26.826     26.080     25.680     25.807      1.507      0.344      0.160      0.144      0.218      0.522    -16.63543    -17.37795    -17.65860    -17.77979    -17.87063    -17.95899       0.48422       0.04973      -1.00000      -1.00000      -1.00000      -1.00000        0.79846 
         251158           0.1727       0.0718       0.2008       0.0100       0.2525       0.1311       0.1171    3.06998e-01     50      0        0.000    9.90000e+01    2.99790e-03     25.944     24.937     24.335     24.023     23.897     23.800      0.249      0.036      0.019      0.026      0.046      0.123    -14.11946    -14.91790    -15.35361    -15.54806    -15.67216    -15.81316       0.64604       0.40472       0.04976       0.06126       0.10230       0.35692        0.20350 
          83413          0.05289       0.0426       0.1564       0.0100       0.2382       0.0909       0.0564    1.98242e+00     60      0        0.000    9.90000e+01    1.51589e-04     25.736     24.984     24.653     24.439     24.496     24.215      0.203      0.037      0.025      0.038      0.072      0.199    -11.18236    -11.90450    -12.25849    -12.24665    -12.51735    -12.64054       1.16894       0.27010       0.09616       0.24348       0.10557       0.17063        0.15393 
         258247           0.3672       0.3604       0.3727       0.3496       0.3924       0.3677       0.3683    3.04326e+00     30      0        0.000    9.90000e+01    1.27643e-01     24.596     23.659     22.515     22.093     21.770     21.630      0.087      0.014      0.008      0.009      0.010      0.018    -17.73346    -18.70565    -19.28871    -19.58132    -19.79729    -20.01593       0.30980       0.21161       0.04100       0.22637       0.56578       0.82040        0.35940 
         202447           0.5939       0.4710       0.7253       0.0100       1.0550       0.5538       0.6026    3.27960e+00     46      0        0.000    9.90000e+01    6.19448e-03     27.976     28.093     26.992     26.151     26.493     25.449      1.898      0.446      0.187      0.173      0.275      0.621    -14.96725    -16.03196    -16.24417    -16.33606    -16.46011    -16.59652       0.32122       0.04472      -1.00000      -1.00000      -1.00000      -1.00000        0.69659 
          18004           0.4113       0.4085       0.4126       0.2581       0.4242       0.4086       0.4102    2.72297e+01     26      0        0.000    9.90000e+01    2.40715e-01     24.773     23.666     22.316     21.798     21.510     21.219      0.093      0.014      0.008      0.008      0.009      0.014    -18.15900    -19.30036    -19.89077    -20.27780    -20.51017    -20.74118       0.51649       0.36506       0.10454       0.52732       0.81983       1.05319        0.46932 
