IDENT,Z_BEST,Z_BEST68_LOW,Z_BEST68_HIGH,Z_BEST99_LOW,Z_BEST99_HIGH,Z_MED,Z_MODE,CHI_BEST,MOD_BEST,EXTLAW_BEST,EBV_BEST,PDZ_BEST,SCALE_BEST,MAG_OBS0,MAG_OBS1,MAG_OBS2,MAG_OBS3,MAG_OBS4,MAG_OBS5,ERR_MAG_OBS0,ERR_MAG_OBS1,ERR_MAG_OBS2,ERR_MAG_OBS3,ERR_MAG_OBS4,ERR_MAG_OBS5,MAG_ABS0,MAG_ABS1,MAG_ABS2,MAG_ABS3,MAG_ABS4,MAG_ABS5,EMAG_ABS0,EMAG_ABS1,EMAG_ABS2,EMAG_ABS3,EMAG_ABS4,EMAG_ABS5,ZSPEC,PDZ_FLAG
189115.0,2.0,0.01,2.0,0.01,2.0,1.0085,0.1085,0.454037,66,0,0.0,99.0,0.220997,28.962,27.654,27.19,26.905,26.157,26.27,2.067,0.498,0.204,0.256,0.415,0.89,-19.0999,-19.78302,-20.11391,-20.23018,-20.3195,-20.40685,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.52656,30
189204.0,2.0,0.01,2.0,0.01,2.0,0.6447,0.015,0.73781,49,0,0.0,99.0,0.355475,28.449,27.353,26.929,26.839,26.177,26.14,1.335,0.333,0.169,0.249,0.439,1.008,-19.3456,-20.16389,-20.58717,-20.72496,-20.86224,-21.00875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.53654,30
190915.0,2.0,0.2563,2.0,0.01,2.0,0.5432,0.3549,0.561841,44,0,0.0,99.0,0.58807,98.957,27.626,26.665,26.525,25.919,25.746,1.881,0.409,0.15,0.17,0.282,0.651,-19.89841,-20.77891,-21.19978,-21.2809,-21.40282,-21.53831,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.57333,26
191268.0,2.0,0.253,2.0,0.01,2.0,0.5233,0.3571,0.351843,41,0,0.0,99.0,0.66194,28.469,27.7,26.707,26.457,25.954,25.186,1.615,0.351,0.139,0.175,0.297,0.663,-20.02494,-20.91014,-21.32846,-21.41098,-21.5279,-21.65651,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.55477,26
192420.0,2.0,0.01,2.0,0.01,2.0,0.5634,0.3568,0.406923,41,0,0.0,99.0,0.595025,98.957,27.79,26.774,26.611,26.091,25.596,2.004,0.468,0.176,0.217,0.379,0.868,-19.90923,-20.79443,-21.21275,-21.29527,-21.4122,-21.5408,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5722,30
192509.0,2.0,0.287,2.0,0.01,2.0,0.9807,0.3627,0.407486,41,0,0.0,99.0,0.487166,28.183,28.222,26.991,26.817,26.181,25.671,2.783,0.657,0.222,0.212,0.318,0.691,-19.69209,-20.57729,-20.9956,-21.07812,-21.19505,-21.32365,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.56919,26
192568.0,2.0,0.01,2.0,0.01,2.0,0.9874,0.3784,0.0414812,32,0,0.0,99.0,0.732379,98.957,28.137,27.11,26.725,26.122,25.659,2.35,0.557,0.223,0.232,0.359,0.794,-19.85643,-20.84352,-21.33537,-21.50136,-21.64881,-21.80346,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.57762,30
192627.0,2.0,0.02,2.0,0.01,2.0,0.8378,0.3626,0.208091,32,0,0.0,99.0,0.963455,98.957,27.889,26.781,26.436,25.838,25.485,2.045,0.458,0.177,0.193,0.309,0.703,-20.15417,-21.14126,-21.63311,-21.7991,-21.94655,-22.1012,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.57479,30
192639.0,2.0,0.01,2.0,0.01,2.0,1.112,2.0,0.0289679,40,0,0.0,99.0,0.596289,27.913,27.295,26.766,26.489,25.975,25.584,1.55,0.36,0.161,0.208,0.365,0.86,-19.66255,-20.55929,-21.04932,-21.27003,-21.43167,-21.59645,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.57846,30
193317.0,2.0,0.01,2.0,0.01,2.0,0.6972,0.2794,0.248004,43,0,0.0,99.0,0.453994,28.086,27.724,26.96,26.771,26.199,26.187,1.531,0.395,0.183,0.234,0.416,0.971,-19.61621,-20.49726,-20.91959,-20.99927,-21.12355,-21.26223,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.59205,30
